geoName,Trump,Clinton
Alabama,62,38
Alaska,70,30
Arizona,64,36
Arkansas,50,50
California,71,29
Colorado,79,21
Connecticut,57,43
Delaware,58,42
District of Columbia,68,32
Florida,67,33
Georgia,62,38
Hawaii,80,20
Idaho,61,39
Illinois,62,38
Indiana,61,39
Iowa,43,57
Kansas,46,54
Kentucky,70,30
Louisiana,69,31
Maine,71,29
Maryland,56,44
Massachusetts,59,41
Michigan,53,47
Minnesota,56,44
Mississippi,37,63
Missouri,54,46
Montana,54,46
Nebraska,47,53
Nevada,62,38
New Hampshire,73,27
New Jersey,65,35
New Mexico,72,28
New York,63,37
North Carolina,61,39
North Dakota,51,49
Ohio,62,38
Oklahoma,51,49
Oregon,63,37
Pennsylvania,61,39
Rhode Island,57,43
South Carolina,63,37
South Dakota,68,32
Tennessee,51,49
Texas,64,36
Utah,59,41
Vermont,58,42
Virginia,64,36
Washington,69,31
West Virginia,68,32
Wisconsin,52,48
Wyoming,100,0
