geoName,Trump,Clinton
Alabama,84,16
Alaska,85,15
Arizona,82,18
Arkansas,79,21
California,84,16
Colorado,84,16
Connecticut,81,19
Delaware,80,20
District of Columbia,80,20
Florida,82,18
Georgia,82,18
Hawaii,83,17
Idaho,79,21
Illinois,82,18
Indiana,80,20
Iowa,79,21
Kansas,83,17
Kentucky,82,18
Louisiana,84,16
Maine,84,16
Maryland,81,19
Massachusetts,83,17
Michigan,79,21
Minnesota,81,19
Mississippi,75,25
Missouri,80,20
Montana,80,20
Nebraska,79,21
Nevada,86,14
New Hampshire,85,15
New Jersey,81,19
New Mexico,84,16
New York,83,17
North Carolina,80,20
North Dakota,79,21
Ohio,80,20
Oklahoma,81,19
Oregon,83,17
Pennsylvania,82,18
Rhode Island,83,17
South Carolina,77,23
South Dakota,83,17
Tennessee,84,16
Texas,82,18
Utah,83,17
Vermont,89,11
Virginia,82,18
Washington,84,16
West Virginia,83,17
Wisconsin,82,18
Wyoming,90,10
