geoName,Trump,Clinton
Alabama,67,33
Alaska,65,35
Arizona,73,27
Arkansas,55,45
California,73,27
Colorado,66,34
Connecticut,52,48
Delaware,65,35
District of Columbia,66,34
Florida,68,32
Georgia,69,31
Hawaii,78,22
Idaho,59,41
Illinois,64,36
Indiana,63,37
Iowa,54,46
Kansas,52,48
Kentucky,70,30
Louisiana,59,41
Maine,45,55
Maryland,60,40
Massachusetts,66,34
Michigan,57,43
Minnesota,71,29
Mississippi,38,62
Missouri,65,35
Montana,65,35
Nebraska,58,42
Nevada,69,31
New Hampshire,78,22
New Jersey,67,33
New Mexico,80,20
New York,66,34
North Carolina,64,36
North Dakota,55,45
Ohio,61,39
Oklahoma,52,48
Oregon,69,31
Pennsylvania,68,32
Rhode Island,60,40
South Carolina,52,48
South Dakota,59,41
Tennessee,62,38
Texas,71,29
Utah,59,41
Vermont,79,21
Virginia,67,33
Washington,74,26
West Virginia,78,22
Wisconsin,61,39
Wyoming,64,36
