geoName,Trump,Clinton
Alabama,50,50
Alaska,51,49
Arizona,52,48
Arkansas,45,55
California,56,44
Colorado,56,44
Connecticut,53,47
Delaware,52,48
District of Columbia,47,53
Florida,54,46
Georgia,52,48
Hawaii,56,44
Idaho,53,47
Illinois,52,48
Indiana,53,47
Iowa,51,49
Kansas,51,49
Kentucky,48,52
Louisiana,47,53
Maine,61,39
Maryland,52,48
Massachusetts,51,49
Michigan,52,48
Minnesota,50,50
Mississippi,45,55
Missouri,51,49
Montana,52,48
Nebraska,48,52
Nevada,58,42
New Hampshire,50,50
New Jersey,54,46
New Mexico,56,44
New York,52,48
North Carolina,51,49
North Dakota,45,55
Ohio,51,49
Oklahoma,44,56
Oregon,63,37
Pennsylvania,54,46
Rhode Island,53,47
South Carolina,49,51
South Dakota,55,45
Tennessee,51,49
Texas,53,47
Utah,54,46
Vermont,60,40
Virginia,58,42
Washington,60,40
West Virginia,57,43
Wisconsin,55,45
Wyoming,48,52
