geoName,Trump,Clinton
Alabama,64,36
Alaska,69,31
Arizona,73,27
Arkansas,65,35
California,69,31
Colorado,71,29
Connecticut,69,31
Delaware,69,31
District of Columbia,69,31
Florida,68,32
Georgia,71,29
Hawaii,71,29
Idaho,70,30
Illinois,68,32
Indiana,73,27
Iowa,68,32
Kansas,67,33
Kentucky,67,33
Louisiana,70,30
Maine,68,32
Maryland,68,32
Massachusetts,70,30
Michigan,67,33
Minnesota,73,27
Mississippi,60,40
Missouri,74,26
Montana,72,28
Nebraska,70,30
Nevada,74,26
New Hampshire,70,30
New Jersey,70,30
New Mexico,66,34
New York,69,31
North Carolina,69,31
North Dakota,74,26
Ohio,69,31
Oklahoma,75,25
Oregon,72,28
Pennsylvania,69,31
Rhode Island,68,32
South Carolina,70,30
South Dakota,77,23
Tennessee,65,35
Texas,69,31
Utah,69,31
Vermont,78,22
Virginia,69,31
Washington,71,29
West Virginia,72,28
Wisconsin,76,24
Wyoming,78,22
