geoName,Trump,Clinton
Alabama,81,19
Alaska,76,24
Arizona,80,20
Arkansas,70,30
California,81,19
Colorado,78,22
Connecticut,73,27
Delaware,80,20
District of Columbia,77,23
Florida,81,19
Georgia,76,24
Hawaii,74,26
Idaho,71,29
Illinois,79,21
Indiana,75,25
Iowa,57,43
Kansas,73,27
Kentucky,73,27
Louisiana,77,23
Maine,89,11
Maryland,77,23
Massachusetts,80,20
Michigan,72,28
Minnesota,80,20
Mississippi,70,30
Missouri,75,25
Montana,72,28
Nebraska,80,20
Nevada,77,23
New Hampshire,73,27
New Jersey,80,20
New Mexico,81,19
New York,80,20
North Carolina,72,28
North Dakota,75,25
Ohio,74,26
Oklahoma,70,30
Oregon,84,16
Pennsylvania,79,21
Rhode Island,77,23
South Carolina,80,20
South Dakota,82,18
Tennessee,70,30
Texas,78,22
Utah,70,30
Vermont,77,23
Virginia,79,21
Washington,78,22
West Virginia,75,25
Wisconsin,80,20
Wyoming,72,28
