geoName,Trump,Clinton
Alabama,65,35
Alaska,58,42
Arizona,70,30
Arkansas,66,34
California,76,24
Colorado,77,23
Connecticut,65,35
Delaware,73,27
District of Columbia,71,29
Florida,74,26
Georgia,68,32
Hawaii,80,20
Idaho,65,35
Illinois,72,28
Indiana,65,35
Iowa,49,51
Kansas,60,40
Kentucky,74,26
Louisiana,65,35
Maine,66,34
Maryland,64,36
Massachusetts,74,26
Michigan,57,43
Minnesota,76,24
Mississippi,54,46
Missouri,59,41
Montana,76,24
Nebraska,74,26
Nevada,68,32
New Hampshire,67,33
New Jersey,72,28
New Mexico,63,37
New York,72,28
North Carolina,66,34
North Dakota,55,45
Ohio,63,37
Oklahoma,56,44
Oregon,69,31
Pennsylvania,70,30
Rhode Island,75,25
South Carolina,59,41
South Dakota,54,46
Tennessee,60,40
Texas,74,26
Utah,62,38
Vermont,74,26
Virginia,70,30
Washington,76,24
West Virginia,79,21
Wisconsin,75,25
Wyoming,49,51
