geoName,Trump,Clinton
Alabama,66,34
Alaska,76,24
Arizona,73,27
Arkansas,71,29
California,72,28
Colorado,70,30
Connecticut,61,39
Delaware,71,29
District of Columbia,67,33
Florida,70,30
Georgia,69,31
Hawaii,68,32
Idaho,67,33
Illinois,70,30
Indiana,67,33
Iowa,65,35
Kansas,71,29
Kentucky,71,29
Louisiana,69,31
Maine,70,30
Maryland,74,26
Massachusetts,68,32
Michigan,66,34
Minnesota,71,29
Mississippi,59,41
Missouri,67,33
Montana,73,27
Nebraska,70,30
Nevada,71,29
New Hampshire,72,28
New Jersey,70,30
New Mexico,76,24
New York,69,31
North Carolina,63,37
North Dakota,63,37
Ohio,71,29
Oklahoma,68,32
Oregon,71,29
Pennsylvania,72,28
Rhode Island,74,26
South Carolina,64,36
South Dakota,71,29
Tennessee,64,36
Texas,69,31
Utah,66,34
Vermont,69,31
Virginia,70,30
Washington,69,31
West Virginia,68,32
Wisconsin,66,34
Wyoming,82,18
