geoName,Trump,Clinton
Alabama,70,30
Alaska,86,14
Arizona,75,25
Arkansas,67,33
California,81,19
Colorado,81,19
Connecticut,70,30
Delaware,72,28
District of Columbia,72,28
Florida,77,23
Georgia,75,25
Hawaii,82,18
Idaho,79,21
Illinois,76,24
Indiana,73,27
Iowa,70,30
Kansas,83,17
Kentucky,72,28
Louisiana,72,28
Maine,77,23
Maryland,77,23
Massachusetts,71,29
Michigan,69,31
Minnesota,78,22
Mississippi,56,44
Missouri,70,30
Montana,69,31
Nebraska,78,22
Nevada,83,17
New Hampshire,77,23
New Jersey,76,24
New Mexico,82,18
New York,79,21
North Carolina,76,24
North Dakota,88,12
Ohio,72,28
Oklahoma,67,33
Oregon,79,21
Pennsylvania,76,24
Rhode Island,74,26
South Carolina,71,29
South Dakota,72,28
Tennessee,68,32
Texas,74,26
Utah,69,31
Vermont,65,35
Virginia,78,22
Washington,75,25
West Virginia,79,21
Wisconsin,78,22
Wyoming,77,23
