geoName,Trump,Clinton
Alabama,72,28
Alaska,89,11
Arizona,71,29
Arkansas,61,39
California,75,25
Colorado,72,28
Connecticut,71,29
Delaware,77,23
District of Columbia,72,28
Florida,75,25
Georgia,72,28
Hawaii,76,24
Idaho,76,24
Illinois,73,27
Indiana,71,29
Iowa,64,36
Kansas,72,28
Kentucky,71,29
Louisiana,66,34
Maine,81,19
Maryland,73,27
Massachusetts,74,26
Michigan,69,31
Minnesota,75,25
Mississippi,63,37
Missouri,72,28
Montana,68,32
Nebraska,76,24
Nevada,77,23
New Hampshire,69,31
New Jersey,73,27
New Mexico,69,31
New York,73,27
North Carolina,63,37
North Dakota,81,19
Ohio,71,29
Oklahoma,67,33
Oregon,78,22
Pennsylvania,71,29
Rhode Island,71,29
South Carolina,64,36
South Dakota,69,31
Tennessee,67,33
Texas,72,28
Utah,68,32
Vermont,83,17
Virginia,74,26
Washington,76,24
West Virginia,70,30
Wisconsin,72,28
Wyoming,78,22
