geoName,Trump,Clinton
Alabama,59,41
Alaska,44,56
Arizona,57,43
Arkansas,58,42
California,68,32
Colorado,56,44
Connecticut,59,41
Delaware,59,41
District of Columbia,68,32
Florida,64,36
Georgia,57,43
Hawaii,73,27
Idaho,54,46
Illinois,61,39
Indiana,62,38
Iowa,28,72
Kansas,80,20
Kentucky,58,42
Louisiana,61,39
Maine,59,41
Maryland,52,48
Massachusetts,60,40
Michigan,57,43
Minnesota,61,39
Mississippi,55,45
Missouri,61,39
Montana,74,26
Nebraska,71,29
Nevada,75,25
New Hampshire,60,40
New Jersey,66,34
New Mexico,69,31
New York,64,36
North Carolina,63,37
North Dakota,73,27
Ohio,63,37
Oklahoma,53,47
Oregon,70,30
Pennsylvania,63,37
Rhode Island,79,21
South Carolina,37,63
South Dakota,44,56
Tennessee,48,52
Texas,69,31
Utah,55,45
Vermont,58,42
Virginia,63,37
Washington,67,33
West Virginia,56,44
Wisconsin,61,39
Wyoming,68,32
