geoName,Trump,Clinton
Alabama,62,38
Alaska,74,26
Arizona,62,38
Arkansas,50,50
California,65,35
Colorado,71,29
Connecticut,62,38
Delaware,72,28
District of Columbia,68,32
Florida,68,32
Georgia,60,40
Hawaii,69,31
Idaho,72,28
Illinois,61,39
Indiana,64,36
Iowa,48,52
Kansas,56,44
Kentucky,60,40
Louisiana,65,35
Maine,57,43
Maryland,58,42
Massachusetts,66,34
Michigan,57,43
Minnesota,65,35
Mississippi,52,48
Missouri,59,41
Montana,67,33
Nebraska,52,48
Nevada,74,26
New Hampshire,63,37
New Jersey,63,37
New Mexico,58,42
New York,67,33
North Carolina,59,41
North Dakota,58,42
Ohio,60,40
Oklahoma,72,28
Oregon,68,32
Pennsylvania,68,32
Rhode Island,72,28
South Carolina,55,45
South Dakota,68,32
Tennessee,57,43
Texas,64,36
Utah,63,37
Vermont,56,44
Virginia,67,33
Washington,64,36
West Virginia,69,31
Wisconsin,63,37
Wyoming,61,39
