geoName,Trump,Clinton
Alabama,49,51
Alaska,41,59
Arizona,54,46
Arkansas,47,53
California,53,47
Colorado,57,43
Connecticut,47,53
Delaware,48,52
District of Columbia,50,50
Florida,49,51
Georgia,50,50
Hawaii,55,45
Idaho,47,53
Illinois,49,51
Indiana,46,54
Iowa,49,51
Kansas,46,54
Kentucky,48,52
Louisiana,46,54
Maine,48,52
Maryland,49,51
Massachusetts,50,50
Michigan,51,49
Minnesota,48,52
Mississippi,33,67
Missouri,46,54
Montana,51,49
Nebraska,49,51
Nevada,53,47
New Hampshire,41,59
New Jersey,51,49
New Mexico,54,46
New York,51,49
North Carolina,46,54
North Dakota,42,58
Ohio,49,51
Oklahoma,43,57
Oregon,53,47
Pennsylvania,52,48
Rhode Island,48,52
South Carolina,45,55
South Dakota,45,55
Tennessee,45,55
Texas,48,52
Utah,51,49
Vermont,50,50
Virginia,50,50
Washington,51,49
West Virginia,47,53
Wisconsin,51,49
Wyoming,45,55
