geoName,Trump,Clinton
Alabama,73,27
Alaska,82,18
Arizona,81,19
Arkansas,63,37
California,74,26
Colorado,82,18
Connecticut,68,32
Delaware,77,23
District of Columbia,71,29
Florida,75,25
Georgia,73,27
Hawaii,70,30
Idaho,71,29
Illinois,68,32
Indiana,66,34
Iowa,64,36
Kansas,64,36
Kentucky,65,35
Louisiana,70,30
Maine,63,37
Maryland,66,34
Massachusetts,70,30
Michigan,65,35
Minnesota,79,21
Mississippi,53,47
Missouri,59,41
Montana,90,10
Nebraska,72,28
Nevada,70,30
New Hampshire,71,29
New Jersey,75,25
New Mexico,64,36
New York,72,28
North Carolina,72,28
North Dakota,69,31
Ohio,63,37
Oklahoma,61,39
Oregon,72,28
Pennsylvania,72,28
Rhode Island,79,21
South Carolina,63,37
South Dakota,65,35
Tennessee,59,41
Texas,74,26
Utah,80,20
Vermont,86,14
Virginia,74,26
Washington,78,22
West Virginia,70,30
Wisconsin,75,25
Wyoming,68,32
