geoName,Trump,Clinton
Alabama,34,66
Alaska,44,56
Arizona,35,65
Arkansas,30,70
California,40,60
Colorado,37,63
Connecticut,37,63
Delaware,51,49
District of Columbia,51,49
Florida,40,60
Georgia,35,65
Hawaii,42,58
Idaho,38,62
Illinois,43,57
Indiana,35,65
Iowa,42,58
Kansas,41,59
Kentucky,33,67
Louisiana,34,66
Maine,32,68
Maryland,45,55
Massachusetts,39,61
Michigan,38,62
Minnesota,38,62
Mississippi,31,69
Missouri,38,62
Montana,41,59
Nebraska,42,58
Nevada,40,60
New Hampshire,43,57
New Jersey,44,56
New Mexico,44,56
New York,38,62
North Carolina,42,58
North Dakota,40,60
Ohio,37,63
Oklahoma,31,69
Oregon,39,61
Pennsylvania,44,56
Rhode Island,40,60
South Carolina,36,64
South Dakota,43,57
Tennessee,33,67
Texas,36,64
Utah,33,67
Vermont,36,64
Virginia,41,59
Washington,38,62
West Virginia,38,62
Wisconsin,35,65
Wyoming,25,75
