geoName,Trump,Clinton
Alabama,69,31
Alaska,69,31
Arizona,70,30
Arkansas,67,33
California,71,29
Colorado,70,30
Connecticut,71,29
Delaware,65,35
District of Columbia,72,28
Florida,70,30
Georgia,71,29
Hawaii,70,30
Idaho,68,32
Illinois,70,30
Indiana,69,31
Iowa,65,35
Kansas,69,31
Kentucky,71,29
Louisiana,65,35
Maine,69,31
Maryland,70,30
Massachusetts,71,29
Michigan,68,32
Minnesota,72,28
Mississippi,62,38
Missouri,66,34
Montana,70,30
Nebraska,72,28
Nevada,70,30
New Hampshire,72,28
New Jersey,69,31
New Mexico,71,29
New York,69,31
North Carolina,68,32
North Dakota,72,28
Ohio,68,32
Oklahoma,69,31
Oregon,70,30
Pennsylvania,69,31
Rhode Island,68,32
South Carolina,66,34
South Dakota,72,28
Tennessee,68,32
Texas,69,31
Utah,70,30
Vermont,76,24
Virginia,71,29
Washington,72,28
West Virginia,66,34
Wisconsin,69,31
Wyoming,64,36
