geoName,Trump,Clinton
Alabama,74,26
Alaska,66,34
Arizona,74,26
Arkansas,68,32
California,74,26
Colorado,69,31
Connecticut,70,30
Delaware,73,27
District of Columbia,73,27
Florida,75,25
Georgia,72,28
Hawaii,76,24
Idaho,65,35
Illinois,71,29
Indiana,67,33
Iowa,55,45
Kansas,81,19
Kentucky,65,35
Louisiana,73,27
Maine,77,23
Maryland,72,28
Massachusetts,69,31
Michigan,63,37
Minnesota,75,25
Mississippi,61,39
Missouri,63,37
Montana,59,41
Nebraska,68,32
Nevada,75,25
New Hampshire,61,39
New Jersey,68,32
New Mexico,82,18
New York,69,31
North Carolina,63,37
North Dakota,59,41
Ohio,70,30
Oklahoma,62,38
Oregon,71,29
Pennsylvania,70,30
Rhode Island,83,17
South Carolina,61,39
South Dakota,57,43
Tennessee,70,30
Texas,72,28
Utah,71,29
Vermont,83,17
Virginia,70,30
Washington,74,26
West Virginia,74,26
Wisconsin,72,28
Wyoming,79,21
