geoName,Trump,Clinton
Alabama,67,33
Alaska,74,26
Arizona,75,25
Arkansas,61,39
California,72,28
Colorado,66,34
Connecticut,63,37
Delaware,79,21
District of Columbia,72,28
Florida,67,33
Georgia,68,32
Hawaii,75,25
Idaho,78,22
Illinois,67,33
Indiana,68,32
Iowa,62,38
Kansas,66,34
Kentucky,69,31
Louisiana,57,43
Maine,75,25
Maryland,68,32
Massachusetts,72,28
Michigan,68,32
Minnesota,74,26
Mississippi,46,54
Missouri,65,35
Montana,63,37
Nebraska,76,24
Nevada,62,38
New Hampshire,66,34
New Jersey,69,31
New Mexico,71,29
New York,69,31
North Carolina,63,37
North Dakota,51,49
Ohio,63,37
Oklahoma,62,38
Oregon,75,25
Pennsylvania,72,28
Rhode Island,73,27
South Carolina,64,36
South Dakota,62,38
Tennessee,61,39
Texas,69,31
Utah,70,30
Vermont,84,16
Virginia,70,30
Washington,75,25
West Virginia,71,29
Wisconsin,65,35
Wyoming,72,28
