geoName,Trump,Clinton
Alabama,69,31
Alaska,84,16
Arizona,76,24
Arkansas,66,34
California,80,20
Colorado,80,20
Connecticut,71,29
Delaware,80,20
District of Columbia,80,20
Florida,78,22
Georgia,74,26
Hawaii,81,19
Idaho,74,26
Illinois,75,25
Indiana,74,26
Iowa,61,39
Kansas,66,34
Kentucky,76,24
Louisiana,74,26
Maine,78,22
Maryland,72,28
Massachusetts,77,23
Michigan,69,31
Minnesota,79,21
Mississippi,51,49
Missouri,73,27
Montana,80,20
Nebraska,72,28
Nevada,83,17
New Hampshire,68,32
New Jersey,80,20
New Mexico,61,39
New York,84,16
North Carolina,74,26
North Dakota,100,0
Ohio,70,30
Oklahoma,72,28
Oregon,83,17
Pennsylvania,75,25
Rhode Island,76,24
South Carolina,78,22
South Dakota,79,21
Tennessee,67,33
Texas,73,27
Utah,74,26
Vermont,100,0
Virginia,79,21
Washington,76,24
West Virginia,60,40
Wisconsin,79,21
Wyoming,69,31
