geoName,Trump,Clinton
Alabama,61,39
Alaska,61,39
Arizona,71,29
Arkansas,60,40
California,69,31
Colorado,60,40
Connecticut,59,41
Delaware,74,26
District of Columbia,53,47
Florida,64,36
Georgia,64,36
Hawaii,73,27
Idaho,68,32
Illinois,62,38
Indiana,60,40
Iowa,44,56
Kansas,76,24
Kentucky,48,52
Louisiana,60,40
Maine,59,41
Maryland,67,33
Massachusetts,57,43
Michigan,57,43
Minnesota,56,44
Mississippi,46,54
Missouri,58,42
Montana,57,43
Nebraska,72,28
Nevada,72,28
New Hampshire,68,32
New Jersey,64,36
New Mexico,64,36
New York,61,39
North Carolina,58,42
North Dakota,47,53
Ohio,62,38
Oklahoma,56,44
Oregon,62,38
Pennsylvania,62,38
Rhode Island,57,43
South Carolina,59,41
South Dakota,51,49
Tennessee,61,39
Texas,67,33
Utah,56,44
Vermont,64,36
Virginia,66,34
Washington,61,39
West Virginia,62,38
Wisconsin,54,46
Wyoming,100,0
