geoName,Trump,Clinton
Alabama,62,38
Alaska,65,35
Arizona,71,29
Arkansas,57,43
California,66,34
Colorado,63,37
Connecticut,56,44
Delaware,82,18
District of Columbia,60,40
Florida,63,37
Georgia,72,28
Hawaii,68,32
Idaho,67,33
Illinois,61,39
Indiana,72,28
Iowa,53,47
Kansas,65,35
Kentucky,63,37
Louisiana,58,42
Maine,53,47
Maryland,63,37
Massachusetts,52,48
Michigan,58,42
Minnesota,64,36
Mississippi,41,59
Missouri,63,37
Montana,51,49
Nebraska,71,29
Nevada,66,34
New Hampshire,60,40
New Jersey,66,34
New Mexico,62,38
New York,63,37
North Carolina,62,38
North Dakota,68,32
Ohio,60,40
Oklahoma,60,40
Oregon,75,25
Pennsylvania,63,37
Rhode Island,64,36
South Carolina,59,41
South Dakota,44,56
Tennessee,54,46
Texas,68,32
Utah,56,44
Vermont,77,23
Virginia,69,31
Washington,61,39
West Virginia,59,41
Wisconsin,67,33
Wyoming,51,49
