geoName,Trump,Clinton
Alabama,69,31
Alaska,74,26
Arizona,74,26
Arkansas,57,43
California,77,23
Colorado,81,19
Connecticut,67,33
Delaware,72,28
District of Columbia,74,26
Florida,71,29
Georgia,71,29
Hawaii,74,26
Idaho,78,22
Illinois,74,26
Indiana,69,31
Iowa,59,41
Kansas,70,30
Kentucky,68,32
Louisiana,65,35
Maine,69,31
Maryland,74,26
Massachusetts,73,27
Michigan,69,31
Minnesota,71,29
Mississippi,58,42
Missouri,67,33
Montana,75,25
Nebraska,78,22
Nevada,64,36
New Hampshire,64,36
New Jersey,73,27
New Mexico,77,23
New York,75,25
North Carolina,70,30
North Dakota,82,18
Ohio,69,31
Oklahoma,73,27
Oregon,77,23
Pennsylvania,73,27
Rhode Island,76,24
South Carolina,66,34
South Dakota,69,31
Tennessee,67,33
Texas,72,28
Utah,64,36
Vermont,81,19
Virginia,73,27
Washington,71,29
West Virginia,70,30
Wisconsin,78,22
Wyoming,69,31
