geoName,Trump,Clinton
Alabama,72,28
Alaska,77,23
Arizona,76,24
Arkansas,58,42
California,76,24
Colorado,74,26
Connecticut,68,32
Delaware,73,27
District of Columbia,67,33
Florida,70,30
Georgia,68,32
Hawaii,70,30
Idaho,58,42
Illinois,70,30
Indiana,68,32
Iowa,50,50
Kansas,69,31
Kentucky,68,32
Louisiana,73,27
Maine,70,30
Maryland,72,28
Massachusetts,70,30
Michigan,65,35
Minnesota,72,28
Mississippi,44,56
Missouri,63,37
Montana,77,23
Nebraska,80,20
Nevada,74,26
New Hampshire,81,19
New Jersey,73,27
New Mexico,68,32
New York,72,28
North Carolina,70,30
North Dakota,63,37
Ohio,66,34
Oklahoma,58,42
Oregon,73,27
Pennsylvania,72,28
Rhode Island,70,30
South Carolina,62,38
South Dakota,78,22
Tennessee,60,40
Texas,72,28
Utah,69,31
Vermont,90,10
Virginia,69,31
Washington,75,25
West Virginia,77,23
Wisconsin,72,28
Wyoming,63,37
