geoName,Trump,Clinton
Alabama,75,25
Alaska,78,22
Arizona,71,29
Arkansas,65,35
California,72,28
Colorado,74,26
Connecticut,65,35
Delaware,57,43
District of Columbia,72,28
Florida,75,25
Georgia,74,26
Hawaii,69,31
Idaho,73,27
Illinois,73,27
Indiana,69,31
Iowa,62,38
Kansas,71,29
Kentucky,68,32
Louisiana,69,31
Maine,75,25
Maryland,72,28
Massachusetts,73,27
Michigan,70,30
Minnesota,77,23
Mississippi,57,43
Missouri,68,32
Montana,60,40
Nebraska,68,32
Nevada,80,20
New Hampshire,80,20
New Jersey,73,27
New Mexico,73,27
New York,73,27
North Carolina,66,34
North Dakota,55,45
Ohio,70,30
Oklahoma,68,32
Oregon,66,34
Pennsylvania,71,29
Rhode Island,66,34
South Carolina,68,32
South Dakota,65,35
Tennessee,69,31
Texas,71,29
Utah,70,30
Vermont,87,13
Virginia,76,24
Washington,74,26
West Virginia,81,19
Wisconsin,72,28
Wyoming,72,28
