geoName,Trump,Clinton
Alabama,85,15
Alaska,83,17
Arizona,86,14
Arkansas,80,20
California,87,13
Colorado,86,14
Connecticut,85,15
Delaware,81,19
District of Columbia,87,13
Florida,85,15
Georgia,86,14
Hawaii,81,19
Idaho,79,21
Illinois,86,14
Indiana,82,18
Iowa,83,17
Kansas,84,16
Kentucky,84,16
Louisiana,85,15
Maine,84,16
Maryland,83,17
Massachusetts,85,15
Michigan,82,18
Minnesota,86,14
Mississippi,73,27
Missouri,82,18
Montana,90,10
Nebraska,85,15
Nevada,88,12
New Hampshire,83,17
New Jersey,84,16
New Mexico,88,12
New York,86,14
North Carolina,85,15
North Dakota,83,17
Ohio,85,15
Oklahoma,79,21
Oregon,88,12
Pennsylvania,86,14
Rhode Island,89,11
South Carolina,82,18
South Dakota,83,17
Tennessee,83,17
Texas,86,14
Utah,85,15
Vermont,85,15
Virginia,87,13
Washington,87,13
West Virginia,85,15
Wisconsin,86,14
Wyoming,85,15
