geoName,Trump,Clinton
Alabama,64,36
Alaska,62,38
Arizona,66,34
Arkansas,69,31
California,73,27
Colorado,70,30
Connecticut,69,31
Delaware,69,31
District of Columbia,67,33
Florida,67,33
Georgia,67,33
Hawaii,75,25
Idaho,68,32
Illinois,71,29
Indiana,67,33
Iowa,62,38
Kansas,73,27
Kentucky,65,35
Louisiana,67,33
Maine,75,25
Maryland,68,32
Massachusetts,71,29
Michigan,66,34
Minnesota,72,28
Mississippi,52,48
Missouri,66,34
Montana,58,42
Nebraska,66,34
Nevada,69,31
New Hampshire,72,28
New Jersey,70,30
New Mexico,76,24
New York,69,31
North Carolina,68,32
North Dakota,73,27
Ohio,70,30
Oklahoma,66,34
Oregon,73,27
Pennsylvania,72,28
Rhode Island,70,30
South Carolina,65,35
South Dakota,70,30
Tennessee,65,35
Texas,67,33
Utah,63,37
Vermont,64,36
Virginia,71,29
Washington,74,26
West Virginia,66,34
Wisconsin,67,33
Wyoming,58,42
