geoName,Trump,Clinton
Alabama,68,32
Alaska,37,63
Arizona,74,26
Arkansas,48,52
California,68,32
Colorado,61,39
Connecticut,59,41
Delaware,60,40
District of Columbia,60,40
Florida,70,30
Georgia,65,35
Hawaii,81,19
Idaho,55,45
Illinois,64,36
Indiana,57,43
Iowa,48,52
Kansas,64,36
Kentucky,62,38
Louisiana,56,44
Maine,40,60
Maryland,70,30
Massachusetts,55,45
Michigan,64,36
Minnesota,62,38
Mississippi,42,58
Missouri,60,40
Montana,60,40
Nebraska,64,36
Nevada,65,35
New Hampshire,54,46
New Jersey,64,36
New Mexico,55,45
New York,62,38
North Carolina,57,43
North Dakota,68,32
Ohio,54,46
Oklahoma,53,47
Oregon,69,31
Pennsylvania,61,39
Rhode Island,48,52
South Carolina,67,33
South Dakota,37,63
Tennessee,46,54
Texas,66,34
Utah,57,43
Vermont,63,37
Virginia,71,29
Washington,69,31
West Virginia,64,36
Wisconsin,56,44
Wyoming,83,17
