geoName,Trump,Clinton
Alabama,63,37
Alaska,68,32
Arizona,63,37
Arkansas,57,43
California,71,29
Colorado,77,23
Connecticut,65,35
Delaware,73,27
District of Columbia,66,34
Florida,71,29
Georgia,69,31
Hawaii,86,14
Idaho,64,36
Illinois,70,30
Indiana,53,47
Iowa,56,44
Kansas,55,45
Kentucky,73,27
Louisiana,62,38
Maine,72,28
Maryland,65,35
Massachusetts,75,25
Michigan,63,37
Minnesota,73,27
Mississippi,47,53
Missouri,64,36
Montana,83,17
Nebraska,61,39
Nevada,64,36
New Hampshire,64,36
New Jersey,65,35
New Mexico,73,27
New York,64,36
North Carolina,64,36
North Dakota,51,49
Ohio,61,39
Oklahoma,79,21
Oregon,64,36
Pennsylvania,68,32
Rhode Island,69,31
South Carolina,61,39
South Dakota,63,37
Tennessee,59,41
Texas,69,31
Utah,54,46
Vermont,58,42
Virginia,68,32
Washington,70,30
West Virginia,56,44
Wisconsin,56,44
Wyoming,0,100
