geoName,Trump,Clinton
Alabama,60,40
Alaska,75,25
Arizona,71,29
Arkansas,59,41
California,71,29
Colorado,74,26
Connecticut,56,44
Delaware,56,44
District of Columbia,64,36
Florida,65,35
Georgia,65,35
Hawaii,76,24
Idaho,59,41
Illinois,62,38
Indiana,64,36
Iowa,49,51
Kansas,63,37
Kentucky,59,41
Louisiana,64,36
Maine,72,28
Maryland,67,33
Massachusetts,66,34
Michigan,62,38
Minnesota,74,26
Mississippi,35,65
Missouri,64,36
Montana,69,31
Nebraska,59,41
Nevada,75,25
New Hampshire,64,36
New Jersey,70,30
New Mexico,64,36
New York,68,32
North Carolina,65,35
North Dakota,67,33
Ohio,61,39
Oklahoma,61,39
Oregon,67,33
Pennsylvania,70,30
Rhode Island,64,36
South Carolina,61,39
South Dakota,66,34
Tennessee,60,40
Texas,66,34
Utah,60,40
Vermont,68,32
Virginia,72,28
Washington,69,31
West Virginia,64,36
Wisconsin,64,36
Wyoming,76,24
