geoName,Trump,Clinton
Alabama,72,28
Alaska,75,25
Arizona,65,35
Arkansas,56,44
California,68,32
Colorado,64,36
Connecticut,61,39
Delaware,75,25
District of Columbia,63,37
Florida,73,27
Georgia,66,34
Hawaii,73,27
Idaho,75,25
Illinois,62,38
Indiana,61,39
Iowa,50,50
Kansas,62,38
Kentucky,64,36
Louisiana,60,40
Maine,55,45
Maryland,65,35
Massachusetts,65,35
Michigan,54,46
Minnesota,68,32
Mississippi,41,59
Missouri,54,46
Montana,72,28
Nebraska,62,38
Nevada,71,29
New Hampshire,55,45
New Jersey,68,32
New Mexico,66,34
New York,59,41
North Carolina,62,38
North Dakota,54,46
Ohio,60,40
Oklahoma,63,37
Oregon,66,34
Pennsylvania,66,34
Rhode Island,67,33
South Carolina,60,40
South Dakota,54,46
Tennessee,55,45
Texas,67,33
Utah,62,38
Vermont,60,40
Virginia,66,34
Washington,66,34
West Virginia,80,20
Wisconsin,67,33
Wyoming,70,30
