geoName,Trump,Clinton
Alabama,67,33
Alaska,70,30
Arizona,67,33
Arkansas,65,35
California,72,28
Colorado,68,32
Connecticut,67,33
Delaware,59,41
District of Columbia,72,28
Florida,66,34
Georgia,68,32
Hawaii,76,24
Idaho,66,34
Illinois,69,31
Indiana,67,33
Iowa,61,39
Kansas,70,30
Kentucky,68,32
Louisiana,64,36
Maine,71,29
Maryland,67,33
Massachusetts,70,30
Michigan,64,36
Minnesota,70,30
Mississippi,55,45
Missouri,65,35
Montana,66,34
Nebraska,63,37
Nevada,66,34
New Hampshire,72,28
New Jersey,70,30
New Mexico,74,26
New York,69,31
North Carolina,65,35
North Dakota,64,36
Ohio,65,35
Oklahoma,62,38
Oregon,75,25
Pennsylvania,70,30
Rhode Island,66,34
South Carolina,67,33
South Dakota,62,38
Tennessee,67,33
Texas,67,33
Utah,61,39
Vermont,75,25
Virginia,69,31
Washington,71,29
West Virginia,61,39
Wisconsin,70,30
Wyoming,69,31
