geoName,Trump,Clinton
Alabama,68,32
Alaska,57,43
Arizona,78,22
Arkansas,73,27
California,80,20
Colorado,62,38
Connecticut,66,34
Delaware,67,33
District of Columbia,74,26
Florida,75,25
Georgia,70,30
Hawaii,70,30
Idaho,83,17
Illinois,74,26
Indiana,71,29
Iowa,56,44
Kansas,83,17
Kentucky,71,29
Louisiana,70,30
Maine,68,32
Maryland,71,29
Massachusetts,74,26
Michigan,60,40
Minnesota,81,19
Mississippi,60,40
Missouri,59,41
Montana,68,32
Nebraska,70,30
Nevada,74,26
New Hampshire,54,46
New Jersey,72,28
New Mexico,75,25
New York,74,26
North Carolina,65,35
North Dakota,85,15
Ohio,66,34
Oklahoma,57,43
Oregon,78,22
Pennsylvania,78,22
Rhode Island,74,26
South Carolina,69,31
South Dakota,86,14
Tennessee,57,43
Texas,80,20
Utah,64,36
Vermont,52,48
Virginia,73,27
Washington,80,20
West Virginia,85,15
Wisconsin,75,25
Wyoming,79,21
