geoName,Trump,Clinton
Alabama,73,27
Alaska,66,34
Arizona,69,31
Arkansas,70,30
California,74,26
Colorado,75,25
Connecticut,61,39
Delaware,68,32
District of Columbia,67,33
Florida,71,29
Georgia,70,30
Hawaii,78,22
Idaho,73,27
Illinois,71,29
Indiana,61,39
Iowa,54,46
Kansas,69,31
Kentucky,66,34
Louisiana,72,28
Maine,70,30
Maryland,70,30
Massachusetts,71,29
Michigan,68,32
Minnesota,74,26
Mississippi,38,62
Missouri,69,31
Montana,84,16
Nebraska,66,34
Nevada,70,30
New Hampshire,84,16
New Jersey,70,30
New Mexico,76,24
New York,70,30
North Carolina,67,33
North Dakota,68,32
Ohio,63,37
Oklahoma,67,33
Oregon,74,26
Pennsylvania,72,28
Rhode Island,83,17
South Carolina,59,41
South Dakota,60,40
Tennessee,63,37
Texas,70,30
Utah,63,37
Vermont,67,33
Virginia,71,29
Washington,75,25
West Virginia,70,30
Wisconsin,67,33
Wyoming,58,42
