geoName,Trump,Clinton
Alabama,63,37
Alaska,66,34
Arizona,65,35
Arkansas,56,44
California,67,33
Colorado,64,36
Connecticut,62,38
Delaware,76,24
District of Columbia,65,35
Florida,65,35
Georgia,64,36
Hawaii,63,37
Idaho,87,13
Illinois,66,34
Indiana,61,39
Iowa,47,53
Kansas,59,41
Kentucky,69,31
Louisiana,74,26
Maine,72,28
Maryland,70,30
Massachusetts,68,32
Michigan,59,41
Minnesota,70,30
Mississippi,48,52
Missouri,62,38
Montana,63,37
Nebraska,65,35
Nevada,69,31
New Hampshire,67,33
New Jersey,65,35
New Mexico,60,40
New York,64,36
North Carolina,65,35
North Dakota,59,41
Ohio,65,35
Oklahoma,56,44
Oregon,72,28
Pennsylvania,68,32
Rhode Island,71,29
South Carolina,60,40
South Dakota,84,16
Tennessee,60,40
Texas,63,37
Utah,57,43
Vermont,67,33
Virginia,66,34
Washington,71,29
West Virginia,64,36
Wisconsin,64,36
Wyoming,72,28
