geoName,Trump,Clinton
Alabama,71,29
Alaska,76,24
Arizona,73,27
Arkansas,60,40
California,78,22
Colorado,78,22
Connecticut,70,30
Delaware,69,31
District of Columbia,70,30
Florida,73,27
Georgia,73,27
Hawaii,79,21
Idaho,81,19
Illinois,75,25
Indiana,69,31
Iowa,69,31
Kansas,76,24
Kentucky,65,35
Louisiana,66,34
Maine,86,14
Maryland,69,31
Massachusetts,76,24
Michigan,68,32
Minnesota,77,23
Mississippi,50,50
Missouri,71,29
Montana,56,44
Nebraska,81,19
Nevada,75,25
New Hampshire,78,22
New Jersey,74,26
New Mexico,68,32
New York,73,27
North Carolina,71,29
North Dakota,81,19
Ohio,68,32
Oklahoma,69,31
Oregon,77,23
Pennsylvania,76,24
Rhode Island,69,31
South Carolina,66,34
South Dakota,78,22
Tennessee,67,33
Texas,73,27
Utah,66,34
Vermont,70,30
Virginia,72,28
Washington,77,23
West Virginia,76,24
Wisconsin,71,29
Wyoming,73,27
